Name	Age	Class	Ticket	Location	Job	Boat	Survived	Sex
REED, Mr James George	19	3rd Class Passenger	362316 £7 5s	Southampton	Butcher		0	M
REED, Mr Thomas Charles Prowse	54	Victualling Crew		Southampton	Bed Room Steward		0	M
REEVES, Mr David	36	2nd Class Passenger	17248 £10 10s	Southampton	Carpenter / Joiner		0	M
REEVES, Mr Frederick Simms	33	Engineering Crew		Southampton	Fireman	[180]	0	M
REID, Mr Robert Thomas	30	Engineering Crew		Southampton	Trimmer		0	M
REKIC, Mr Tido	38	3rd Class Passenger	349249 £7 17s 11d	Southampton	General Labourer		0	M
RENOUF, Mr Peter Henry	33	2nd Class Passenger	31027 £21	Southampton	Carpenter / Joiner		0	M
RENOUF, Mrs Lillian	30	2nd Class Passenger	31027 £21	Southampton			1	F
REUCHLIN, Mr Jonkheer Johan George	38	1st Class Passenger	19972	Cherbourg			0	M
REVELL, Mr William James Francis	31	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
REYNALDS, Sra. Encarnación	28	2nd Class Passenger	230434 £13	Southampton		9	1	F
REYNOLDS, Mr Harold	21	3rd Class Passenger	342684 £8 1s	Southampton	Baker	[327]	0	M
RHEIMS, Mr George Alexander Lucien	33	1st Class Passenger	17607 £39 12s	Cherbourg	Businessman	A	1	M
RICALDONE, Sig. Rinaldo Renato	22	Restaurant Staff		Southampton	Assistant Waiter		0	M
RICE, Master Albert	10	3rd Class Passenger	382652 £29 2s 6d	Queenstown			0	M
RICE, Master Arthur	4	3rd Class Passenger	382652 £29 2s 6d	Queenstown			0	M
RICE, Master Eric	7	3rd Class Passenger	382652 £29 2s 6d	Queenstown			0	M
RICE, Master Eugene Francis	2	3rd Class Passenger	382652 £29 2s 6d	Queenstown			0	M
RICE, Master George Hugh	8	3rd Class Passenger	382652 £29 2s 6d	Queenstown			0	M
RICE, Mr Charles	32	Engineering Crew		Southampton	Fireman	10	1	M
RICE, Mr John Reginald	25	Victualling Crew		Southampton	1st Class Clerk	[64]	0	M
RICE, Mr Percy	19	Victualling Crew		Southampton	3rd Class Steward		0	M
RICE, Mrs Margaret	39	3rd Class Passenger	382652 £29 2s 6d	Queenstown	Housekeeper	[12]	0	F
RICHARD, Mr Emile Phillippe	23	2nd Class Passenger	2133 £15 11d	Cherbourg			0	M
RICHARDS, Master Sibley George	0	2nd Class Passenger	29106 £18 15s	Southampton		4	1	M
RICHARDS, Master William Rowe	3	2nd Class Passenger	29106 £18 15s	Southampton		4	1	M
RICHARDS, Mr Joseph James	28	Engineering Crew		Southampton	Fireman		0	M
RICHARDS, Mrs Emily	24	2nd Class Passenger	29106 £18 15s	Southampton		4	1	F
RICKMAN, Mr George Albert	36	Engineering Crew		Southampton	Fireman		0	M
RICKS, Mr Cyril Gordon	23	Victualling Crew		Southampton	Storekeeper	[100]	0	M
RIDOUT, Mr Walter George	29	Victualling Crew		Southampton	Second Class Saloon Steward		0	M
RIDSDALE, Miss Lucy	58	2nd Class Passenger	14258 £10 10s	Southampton		13	1	F
RIGHINI, Mr Sante	22	1st Class Passenger Servant	17760 £135 12s 8d	Cherbourg	Servant	[232]	0	M
RIGOZZI, Sig. Abele	22	Restaurant Staff		Southampton	Assistant Waiter	[115]	0	M
RIIHIVUORI, Miss Susanna Juhantytär	22	3rd Class Passenger	3101295 £39 13s 9d	Southampton			0	F
RIMMER, Mr Gilbert	28	Victualling Crew		Southampton	Saloon Steward		0	M
RINTAMäKI, Mr Matti	35	3rd Class Passenger	3101273 £7 2s 6d	Southampton	General Labourer		0	M
RIORDAN, Miss Hannah	18	3rd Class Passenger	334915 £7 14s 5d	Queenstown		13	1	F
RISIEN, Mr Samuel Beard	69	3rd Class Passenger	364498 £14 10s	Southampton	Hotelier		0	M
RISIEN, Mrs Emma Jane	58	3rd Class Passenger	364498 £14 10s	Southampton			0	F
ROBERT, Mrs Elisabeth Walton	43	1st Class Passenger	24160 £211 6s 9d	Southampton	Of Independent Means	2	1	F
ROBERTON, Mr George Edward	19	Victualling Crew		Southampton	Assistant Saloon Steward (2nd Class)	[127]	0	M
ROBERTS, Mr Frank John	36	Victualling Crew		Belfast	Third Butcher	[231]	0	M
ROBERTS, Mr Hugh H.	40	Victualling Crew		Belfast	Bed Room Steward	[93]	0	M
ROBERTS, Mr Robert George	35	Engineering Crew		Southampton	Fireman		0	M
ROBERTS, Mrs Mary Kezia	41	Victualling Crew		Southampton	Stewardess	16	1	F
ROBINS, Mr Alexander A.	50	3rd Class Passenger	3337 £14 10s	Southampton	Mason	[119]	0	M
ROBINS, Mr Victor	42	1st Class Passenger Servant	17757 £247 10s 6d	Cherbourg	Servant		0	M
ROBINS, Mrs Charity	47	3rd Class Passenger	3337 £14 10s	Southampton		[7]	0	F
ROBINSON, Mr James William	30	Victualling Crew		Southampton	Saloon Steward (1st class)	[151]	0	M
ROBINSON, Mrs Annie	40	Victualling Crew		Southampton	Stewardess	11	1	F
ROEBLING, Mr Washington Augustus II	31	1st Class Passenger	17590 £50 9s 11d	Southampton	Of Independent Means		0	M
ROGERS, Mr Edward James William	31	Victualling Crew		Southampton	Assistant Storekeeper	[282]	0	M
ROGERS, Mr Michael	27	Victualling Crew		Southampton	Saloon Steward		0	M
ROGERS, Mr Reginald Harry	18	2nd Class Passenger	28004 £10 10s	Southampton			0	M
ROGERS, Mr William John	29	3rd Class Passenger	23567 £8 1s	Southampton	Miner		0	M
ROMAINE, Mr Charles Hallace	45	1st Class Passenger	111428 £26 11s	Southampton		9	1	M
ROMMETVEDT, Mr Knud Paust	49	3rd Class Passenger	312993 £7 15s 6d	Southampton	Tailor		0	M
ROOD, Mr Hugh Roscoe	39	1st Class Passenger	113767 £50	Southampton	Businessman		0	M
ROSBLOM, Miss Salli Helena	2	3rd Class Passenger	370129 £20 4s 3d	Southampton			0	F
ROSBLOM, Mr Viktor Richard	18	3rd Class Passenger	370129 £20 4s 3d	Southampton	General Labourer		0	M
ROSBLOM, Mrs Helena Wilhelmina	41	3rd Class Passenger	370129 £20 4s 3d	Southampton			0	F
ROSENBAUM, Miss Edith Louise	33	1st Class Passenger	17613 £27 14s 5d	Cherbourg	Journalist	11	1	F
ROSENSHINE, Mr George	46	1st Class Passenger	17585 £79 4d	Cherbourg	Merchant	[16]	0	M
ROSS, Mr Horace Leopold	38	Victualling Crew		Southampton	Scullion	13	1	M
ROSS, Mr John Hugo	36	1st Class Passenger	13049 £40 2s 6d	Southampton			0	M
ROTH, Miss Sarah	31	3rd Class Passenger	342712 £8 1s	Southampton	Tailor	C	1	F
ROTHES, Lucy Noël Martha, Countess of	33	1st Class Passenger	110152 £86 10s	Southampton	Of Independent Means	8	1	F
ROTHSCHILD, Mr Martin	46	1st Class Passenger	17603 £59 8s	Cherbourg			0	M
ROTHSCHILD, Mrs Elizabeth Jane Anne	54	1st Class Passenger	17603 £59 8s	Cherbourg		6	1	F
ROTTA, Sig. Angelo Mario	23	Restaurant Staff		Southampton	Waiter		0	M
ROUS, Mr Arthur John	26	Engineering Crew		Belfast	Plumber		0	M
ROUSE, Mr Richard Henry	53	3rd Class Passenger	3594 £8 1s	Southampton	Farm Labourer		0	M
ROUSSEAU, Mr Pierre	49	Restaurant Staff		Southampton	Chef		0	M
ROWE, Mr Alfred G.	59	1st Class Passenger	113790 £26 11s	Southampton	Landowner	[109]	0	M
ROWE, Mr Edgar Maurice	31	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
ROWE, Mr George Thomas	32	Deck Crew		Belfast	Quartermaster	C	1	M
RUDD, Mr Henry	23	Engineering Crew		Southampton	Engineers' storekeeper	[86]	0	M
RUGG, Miss Emily	21	2nd Class Passenger	31026 £10 10s	Southampton		12	1	F
RULE, Mr Samuel James	58	Victualling Crew		Belfast	Bathroom Steward (1st Class)		1	M
RUSH, Mr Alfred George John		3rd Class Passenger	20589 £8 1s	Southampton	Porter		0	M
RUSSELL, Mr Boysie Richard	17	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
RUTTER, Mr Sidney Frank	26	Engineering Crew		Southampton	Fireman		0	M
RYAN, Mr Edward	24	3rd Class Passenger	383162 £7 15s	Queenstown	General Labourer	14	1	M
RYAN, Mr Patrick		3rd Class Passenger	371110 £24 3s	Queenstown	General Labourer		0	M
RYAN, Mr Thomas	27	Victualling Crew		Southampton	Steward		0	M
RYERSON, Master John Borie	13	1st Class Passenger	17608 £262 7s 6d	Cherbourg		4	1	M
RYERSON, Miss Emily Borie	18	1st Class Passenger	17608 £262 7s 6d	Cherbourg		4	1	F
RYERSON, Miss Susan Parker "Suzette"	21	1st Class Passenger	17608 £262 7s 6d	Cherbourg		4	1	F
RYERSON, Mr Arthur Larned	61	1st Class Passenger	17608 £262 7s 6d	Cherbourg			0	M
RYERSON, Mr William Edwy	33	Victualling Crew		Southampton	Saloon Steward (2nd class)		1	M
RYERSON, Mrs Emily Maria	48	1st Class Passenger	17608 £262 7s 6d	Cherbourg		4	1	F
SAAD, Mr Amin	30	3rd Class Passenger	2671 £7 4s 7d	Cherbourg	Farm Labourer		0	M
SAAD, Mr Khalil	27	3rd Class Passenger	2672 £7 4s 6d	Cherbourg	Farm Labourer		0	M
SAALFELD, Mr Adolphe	47	1st Class Passenger	19988 £30 10s	Southampton	Businessman	3	1	M
SACCAGGI, Sig. Giovanni Giuseppe Emilio	24	Restaurant Staff		Southampton	Assistant Waiter		0	M
SADLIER, Mr Matthew	18	3rd Class Passenger	367655 £7 14s 7d	Queenstown	Farm Labourer		0	M
SADOWITZ, Mr Henry	17	3rd Class Passenger	1855 £7 11s 10d	Southampton	Fur Cutter		0	M
SæTHER, Mr Simon Sivertsen	43	3rd Class Passenger	3101262 £7 5s	Southampton	Miner	[32]	0	M
SAGE, Master Anthony William	12	3rd Class Passenger	2343 £69 11s	Southampton		[67]	0	M
SAGE, Master Thomas Henry	4	3rd Class Passenger	2343 £69 11s	Southampton			0	M
SAGE, Miss Constance Gladys	7	3rd Class Passenger	2343 £69 11s	Southampton			0	F
SAGE, Miss Dorothy	14	3rd Class Passenger	2343 £69 11s	Southampton	Scholar		0	F
SAGE, Miss Elizabeth Ada	10	3rd Class Passenger	2343 £69 11s	Southampton			0	F
SAGE, Miss Stella Anne	20	3rd Class Passenger	2343 £69 11s	Southampton	Dressmaker / Couturi�re		0	F
SAGE, Mr Douglas Bullen	18	3rd Class Passenger	2343 £69 11s	Southampton	Baker		0	M
SAGE, Mr Frederick	16	3rd Class Passenger	2343 £69 11s	Southampton	Cook		0	M
SAGE, Mr George John	19	3rd Class Passenger	2343 £69 11s	Southampton	Barman		0	M
SAGE, Mr John George	44	3rd Class Passenger	2343 £69 11s	Southampton	Tradesman		0	M
SAGE, Mrs Annie Elizabeth	44	3rd Class Passenger	2343 £69 11s	Southampton			0	F
SäGESSER, Mlle Emma	24	1st Class Passenger Servant	17477 £69 6s	Cherbourg	Personal Maid	9	1	F
SALANDER, Mr Karl Johan	24	3rd Class Passenger	7266 £9 6s 6d	Southampton	General Labourer		0	M
SALKJELSVIK, Miss Anna Kristine	21	3rd Class Passenger	343120 £7 13s	Southampton		C	1	F
SALOMON, Mr Abraham Lincoln	43	1st Class Passenger	111163 £26	Cherbourg	Businessman	1	1	M
SALONEN, Mr Johan Werner	29	3rd Class Passenger	3101296 £7 18s 6d	Southampton	General Labourer		0	M
SALUSSOLIA, Sig. Govanni	25	Restaurant Staff		Southampton	Glass Man		0	M
SAMAAN, Mr Elias	17	3rd Class Passenger	2662 £21 13s 7d	Cherbourg	General Labourer		0	M
SAMAAN, Mr Hanna Elias	40	3rd Class Passenger	2662 £21 13s 7d	Cherbourg	General Labourer		0	M
SAMAAN, Mr Youssef	16	3rd Class Passenger	2662 £21 13s 7d	Cherbourg	General Labourer		0	M
SAMUEL, Mr Owen Wilmore	46	Victualling Crew		Southampton	Saloon Steward (2nd class)	[217]	0	M
SANDSTRöM, Miss Beatrice Irene	1	3rd Class Passenger	9549 £16 14s	Southampton		13	1	F
SANDSTRöM, Miss Marguerite Rut	4	3rd Class Passenger	9549 £16 14s	Southampton		13	1	F
SANDSTRöM, Mrs Agnes Charlotta	24	3rd Class Passenger	9549 £16 14s	Southampton		13	1	F
SANGSTER, Mr Charles Edward	32	Engineering Crew		Southampton	Fireman		0	M
SAP, Mr Julius ("Jules _")	21	3rd Class Passenger	345768 £9 10s	Southampton		11	1	M
SARTORI, Sig. Lazar	24	Restaurant Staff		Southampton	Assistant Glass Man		0	M
SAUNDERCOCK, Mr William Henry	19	3rd Class Passenger	2151 £8 1s	Southampton	Miner		0	M
SAUNDERS, Mr D. E.	26	Victualling Crew		Southampton	Saloon Steward		0	M
SAUNDERS, Mr F.	22	Engineering Crew		Southampton	Fireman		0	M
SAUNDERS, Mr W.	23	Engineering Crew		Southampton	Fireman		0	M
SAUNDERS, Mr Walter Ernest	23	Engineering Crew		Southampton	Trimmer	[184]	0	M
SAVAGE, Mr Charles Joseph	23	Victualling Crew		Southampton	Steward	11	1	M
SAWYER, Mr Frederick Charles	33	3rd Class Passenger	342826 £8 1s	Southampton	Gardener	[284]	0	M
SAWYER, Mr Robert James	31	Deck Crew		Southampton	Window Cleaner		0	M
SCANLAN, Mr James	22	3rd Class Passenger	36209 £7 14s 6d	Queenstown			0	M
SCARROTT, Mr Joseph George	33	Deck Crew		Southampton	Able Seaman	14	1	M
SCAVINO, Sig. Candido	42	Restaurant Staff		Southampton	Carver		0	M
SCHABERT, Mrs Emma	35	1st Class Passenger	13236 £57 15s	Cherbourg		11	1	F
SCHEERLINCK, Mr Jean	29	3rd Class Passenger	345779 £9 10s	Southampton		11	1	M
SCHMIDT, Mr Augustus	21	2nd Class Passenger	248659 £13	Southampton			0	M
SCOTT, Mr Archibald	41	Engineering Crew		Southampton	Fireman		0	M
SCOTT, Mr Frederick William	28	Engineering Crew		Southampton	Greaser	4	1	M
SCOTT, Mr John	19	Victualling Crew		Southampton	Assistant boots steward (1st Class)		0	M
SCOVELL, Mr Robert	54	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
SDYCOFF, Mr Todor	42	3rd Class Passenger	349222 £7 17s 11d	Southampton			0	M
SEDGWICK, Mr Charles Frederick Waddington	28	2nd Class Passenger	244361 £13	Southampton			0	M
SEDUNARY, Mr Samuel Francis	25	Victualling Crew		Southampton	Second third class steward		0	M
SELF, Mr Albert Charles Edward	24	Engineering Crew		Southampton	Fireman		1	M
SELF, Mr Alfred Henry	39	Engineering Crew		Southampton	Greaser		0	M
SEMAN, Master Betros	10	3rd Class Passenger	2622 £4 3d	Cherbourg			0	M
SENIOR, Mr Harry	31	Engineering Crew		Southampton	Fireman		1	M
SERREPLAN, Miss Auguste	30	1st Class Passenger Servant	113798 £31	Southampton	Personal Maid	4	1	F
SESIA, Sig. Giacomo	24	Restaurant Staff		Southampton	Waiter		0	M
SEWARD, Mr Frederic Kimber	34	1st Class Passenger	113794 £26 11s	Southampton	Lawyer	7	1	M
SEWARD, Mr Wilfred Deable	25	Victualling Crew		Southampton	Chief Pantry Steward (2nd Class)	3	1	M
SHANNON, Mr Andrew John	36	3rd Class Passenger	370160	Southampton	Seaman		0	M
SHARP, Mr Percival	27	2nd Class Passenger	244358 £26	Southampton			0	M
SHAUGHNESSY, Mr Patrick	24	3rd Class Passenger	370374 £7 15s	Queenstown	Farm Labourer		0	M
SHAW, Mr Henry	39	Victualling Crew		Southampton	Kitchen Porter		0	M
SHEA, Mr John Joseph	39	Victualling Crew		Belfast	Saloon Steward (1st class)	[11]	0	M
SHEA, Mr Thomas	32	Engineering Crew		Southampton	Fireman		0	M
SHEATH, Mr Frederick	20	Engineering Crew		Southampton	Trimmer	1	1	M
SHEDID, Mr Daher	19	3rd Class Passenger	2698 £7 4s 6d	Cherbourg		[9]	0	M
SHELLARD, Mr Frederick William Blainey	55	3rd Class Passenger	6212 £15 2s	Southampton	Painter & Decorator		0	M
SHELLEY, Mrs Imanita Parrish	25	2nd Class Passenger	230433 £26	Southampton		12	1	F
SHEPHERD, Mr Jonathan	32	Engineering Crew		Southampton	Junior Assistant 2nd. Engineer		0	M
SHIERS, Mr Alfred Charles	25	Engineering Crew		Southampton	Fireman		1	M
SHIHāB, Mr Al-Amīr Fāris	29	3rd Class Passenger	2631 £7 4s 6d	Cherbourg	General Labourer		0	M
SHILLABEER, Mr Charles Frederick	19	Engineering Crew		Southampton	Trimmer	[195]	0	M
SHINE, Miss Ellen	20	3rd Class Passenger	330968 £7 16s 7d	Queenstown			1	F
SHORNEY, Mr Charles Joseph	22	3rd Class Passenger	374910 £8 1s	Southampton	Valet		0	M
SHUTES, Miss Elizabeth Weed	40	1st Class Passenger Servant	17582 £153 9s 3d	Southampton	Governess	3	1	F
SIEBERT, Mr Sidney Conrad	29	Victualling Crew		Belfast	Bed Room Steward	4	0	M
SILVéN, Miss Lyyli Karoliina	17	2nd Class Passenger	250652 £13	Southampton		16	1	F
SILVERTHORNE, Mr Spencer Victor	35	1st Class Passenger	17475 £26 5s 9d	Southampton		5	1	M
SILVEY, Mr William Baird	51	1st Class Passenger	13507 £55 18s	Cherbourg	Businessman		0	M
SILVEY, Mrs Alice Gray	39	1st Class Passenger	13507 £55 18s	Cherbourg		11	1	F
SIMMONS, Mr Andrew George James	31	Victualling Crew		Southampton	Scullion		1	M
SIMMONS, Mr Frederick Charles	24	Victualling Crew		Southampton	Saloon Steward		0	M
SIMMONS, Mr John	40	3rd Class Passenger	392082 £8 1s	Southampton	General Labourer		0	M
SIMMONS, Mr William Simon C.	35	Victualling Crew		Southampton	Passage Cook		0	M
SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons	56	1st Class Passenger	13213 £35 10s	Southampton	Banker	3	1	M
SIMPSON, Dr John Edward	37	Deck Crew		Southampton	Assistant Surgeon		0	M
SINCOCK, Miss Maude	20	2nd Class Passenger	33112 £36 15s	Southampton		11	1	F
SINKKONEN, Miss Anna	29	2nd Class Passenger	250648 £13	Southampton		10	1	F
SIRAYANIAN, Mr Orsen	22	3rd Class Passenger	2669 £7 4s 7d	Cherbourg	Farmer		0	M
SIROTA, Mr Morris	20	3rd Class Passenger	392092 £8 1s	Southampton	Tailor		0	M
SIVIC, Mr Husein	40	3rd Class Passenger	349251 £7 17s 11d	Southampton	General Labourer		0	M
SIVIER, Mr William	23	Victualling Crew		Southampton	Steward (3rd Class)		0	M
SIVOLA, Mr Antti Wilhelm	21	3rd Class Passenger	3101280 £7 18s 6d	Southampton	General Labourer		0	M
SJöBLOM, Miss Anna Sofia	18	3rd Class Passenger	3101265 £6 9s 11d	Southampton		16	1	F
SJöSTEDT, Mr Ernst Adolf	59	2nd Class Passenger	237442 £13 10s	Southampton			0	M
SKEATES, Mr William	23	Engineering Crew		Southampton	Trimmer		0	M
SKINNER, Mr Edward	33	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
SKOOG, Master Harald	5	3rd Class Passenger	347088 £27 18s	Southampton			0	M
SKOOG, Master Karl Thorsten	11	3rd Class Passenger	347088 £27 18s	Southampton			0	M
SKOOG, Miss Mabel	9	3rd Class Passenger	347088 £27 18s	Southampton			0	F
SKOOG, Miss Margit Elizabeth	2	3rd Class Passenger	347088 £27 18s	Southampton			0	F
SKOOG, Mr Wilhelm Johansson	40	3rd Class Passenger	347088 £27 18s	Southampton	General Labourer		0	M
SKOOG, Mrs Anna Bernhardina	43	3rd Class Passenger	347088 £27 18s	Southampton			0	F
SLABENOFF, Mr Petco	42	3rd Class Passenger	349214 £7 17s 11d	Southampton	General Labourer		0	M
SLAYTER, Miss Hilda Mary	30	2nd Class Passenger	234818 £12 7s	Queenstown		13	1	F
SLEMEN, Mr Richard James	35	2nd Class Passenger	28206 £10 10s	Southampton	Journeyman carpenter		0	M
SLIGHT, Mr Harry John	33	Victualling Crew		Southampton	3rd Class Steward		0	M
SLIGHT, Mr William Henry James	36	Victualling Crew		Belfast	Larder Cook		0	M
SLOAN, Miss Mary	28	Victualling Crew		Southampton	Stewardess		1	F
SLOAN, Mr Peter	31	Engineering Crew		Belfast	Chief Electrician		0	M
SLOCOMBE, Mrs Maude Louise	30	Victualling Crew		Southampton	Turkish Bath Stewardess		1	F
SLOCOVSKI, Mr Selman Francis	20	3rd Class Passenger	392086 £8 1s	Southampton	Merchant		0	M
SLOPER, Mr William Thompson	28	1st Class Passenger	113788 £35 10s	Southampton	Stockbroker	7	1	M
SMALL, Mr William	40	Engineering Crew		Southampton	Leading Fireman		0	M
SMART, Mr John Montgomery	56	1st Class Passenger	113792 £26 11s	Southampton			0	M
SMILJANIC, Mr Mile	37	3rd Class Passenger	315037 £8 13s 3d	Southampton	Farm Labourer		0	M
SMILLIE, Mr John	29	Victualling Crew		Belfast	Saloon Steward	[91]	0	M
SMITH, Captain Edward John	62	Deck Crew Titanic Officers		Southampton	Master		0	M
SMITH, Miss Katherine Elizabeth	44	Victualling Crew		Southampton	Stewardess		1	F
SMITH, Miss Marion Elsie	39	2nd Class Passenger	31418 £13	Southampton		9	1	F
SMITH, Mr Charles	38	Victualling Crew		Southampton	Kitchen Porter		0	M
SMITH, Mr Charles Edwin	38	Victualling Crew		Southampton	2nd Class Bedroom Steward	[329]	0	M
SMITH, Mr Emest George	27	Engineering Crew		Southampton	Trimmer		0	M
SMITH, Mr F.	20	Victualling Crew		Belfast	Assistant Pantryman Steward		0	M
SMITH, Mr James Clinch	56	1st Class Passenger	17764 £30 13s 11d	Cherbourg	Military		0	M
SMITH, Mr James Muil	39	Engineering Crew		Belfast	Junior 4th. Engineer		0	M
SMITH, Mr James William	24	Victualling Crew		Southampton	Assistant baker		0	M
SMITH, Mr John Richard Jago	35	Victualling Crew Postal Clerk		Southampton	Postal Clerk / Postman		0	M
SMITH, Mr Lucian Philip	24	1st Class Passenger	13695 £60	Cherbourg			0	M
SMITH, Mr Reginald George	32	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
SMITH, Mr Richard William		1st Class Passenger	113056 £26	Southampton			0	M
SMITH, Mr William	26	Deck Crew		Southampton	Seaman		0	M
SMITH, Mrs Mary Eloise	18	1st Class Passenger	13695 £60	Cherbourg		6	1	F
SMITHER, Mr Harry James	22	Engineering Crew		Southampton	Fireman		0	M
SMYTH, Miss Julia	17	3rd Class Passenger	335432 £7 14s 8d	Queenstown		13	1	F
SMYTH, Mr Thomas	26	3rd Class Passenger	384461 £7 15s	Queenstown			0	M
SNAPE, Mrs Lucy Violet	22	Victualling Crew		Southampton	Stewardess		0	F
SNELLGROVE, Mr George	40	Engineering Crew		Southampton	Fireman		0	M
SNOOKS, Mr W.	26	Engineering Crew		Southampton	Trimmer		0	M
SNOW, Mr Eustace Philip	21	Engineering Crew		Southampton	Trimmer		1	M
SNYDER, Mr John Pillsbury	24	1st Class Passenger	21228 £82 5s 4d	Southampton		7	1	M
SNYDER, Mrs Nelle	23	1st Class Passenger	21228 £82 5s 4d	Southampton		7	1	F
SOBEY, Mr Samuel James Hayden	25	2nd Class Passenger	29178 £13	Southampton	Quarryman		0	M
SøHOLT, Mr Peter Andreas Lauritz Andersen	19	3rd Class Passenger	348124 £7 13s	Southampton	Carpenter / Joiner		0	M
SOMERTON, Mr Francis William	30	3rd Class Passenger	18509 £8 1s	Southampton			0	M
SPARKMAN, Mr Henry William	35	Engineering Crew		Southampton	Fireman		1	M
SPECTOR, Mr Woolf	23	3rd Class Passenger	3236 £8 1s	Southampton	General Labourer		0	M
SPEDDEN, Master Robert Douglas	6	1st Class Passenger	16966 £134 10s	Cherbourg		3	1	M
SPEDDEN, Mr Frederic Oakley	45	1st Class Passenger	16966 £134 10s	Cherbourg		3	1	M
SPEDDEN, Mrs Margaretta Corning	39	1st Class Passenger	16966 £134 10s	Cherbourg		3	1	F
SPENCER, Mr William Augustus	57	1st Class Passenger	17569 £146 10s 5d	Cherbourg			0	M
SPENCER, Mrs Marie Eugenie	45	1st Class Passenger	17569 £146 10s 5d	Cherbourg		6	1	F
SPINNER, Mr Henry John	32	3rd Class Passenger	369943 £8 1s	Southampton	Glove Cutter		0	M
STAGG, Mr John Henry	38	Victualling Crew		Southampton	Saloon Steward		0	M
STäHELIN-MAEGLIN, Dr Max	32	1st Class Passenger	13214 £30 10s	Southampton	Lawyer	3	1	M
STANBROOK, Mr Augustus George	30	Engineering Crew		Southampton	Fireman	[316]	0	M
STANEFF, Mr Ivan	23	3rd Class Passenger	349208 £7 17s 11d	Southampton	General Labourer		0	M
STANKOVIC, Mr Ivan	33	3rd Class Passenger	349239 £8 13s 9d	Cherbourg	General Labourer		0	M
STANLEY, Miss Amy Zillah Elsie	24	3rd Class Passenger	2314 £7 11s	Southampton	Servant	C	1	F
STANLEY, Mr Edward Roland	21	3rd Class Passenger	45380 £8 1s	Southampton	Porter		0	M
STANTON, Mr Samuel Ward	42	2nd Class Passenger	237734 £15 11d	Cherbourg			0	M
STAP, Miss Sarah Agnes	47	Victualling Crew		Southampton	Stewardess	11	1	F
STEAD, Mr William Thomas	62	1st Class Passenger	113514 £26 11s	Southampton	Journalist		0	M
STEBBINGS, Mr Sydney Frederick	35	Victualling Crew		Belfast	Chief Boots Steward (1st Class)		0	M
STEEL, Mr Robert Edward	29	Engineering Crew		Southampton	Trimmer		0	M
STENGEL, Mr Charles Emil Henry	54	1st Class Passenger	11778 £55 8s 10d	Cherbourg	Businessman	1	1	M
STENGEL, Mrs Annie May	44	1st Class Passenger	11778 £55 8s 10d	Cherbourg		5	1	F
STEPHENSON, Mrs Martha	52	1st Class Passenger	36947 £78 5s 4d	Cherbourg		4	1	F
STEWART, Mr Albert Ankeny	64	1st Class Passenger	17605 £27 14s 5d	Cherbourg	Businessman		0	M
STEWART, Mr John	27	Victualling Crew		Belfast	Verandah Steward	15	1	M
STOCKER, Mr Henry Dorey	20	Engineering Crew		Southampton	Trimmer		0	M
STOKES, Mr Philip Joseph	25	2nd Class Passenger	13540 £10 10s	Southampton	Bricklayer	[81]	0	M
STONE, Mr Edmund	33	Victualling Crew		Southampton	1st Class Bedroom Steward	[41]	0	M
STONE, Mr Edward Thomas	29	Victualling Crew		Southampton	Bedroom Steward (2nd class)	[243]	0	M
STONE, Mrs Martha Evelyn	62	1st Class Passenger	113572 £80	Southampton		6	1	F
STOREY, Mr Thomas	51	3rd Class Passenger	370160	Southampton	Seaman	[261]	0	M
STOYTCHEFF, Mr Ilia	19	3rd Class Passenger	349205 £7 17s 11d	Southampton	General Labourer		0	M
STRANDBERG, Miss Ida Sofia	22	3rd Class Passenger	7553 £9 16s 9d	Southampton			0	F
STRANDéN, Mr Juho Niilosson	31	3rd Class Passenger	3101288 £7 18s 6d	Southampton		9	1	M
STRAUS, Mr Isidor	67	1st Class Passenger	17483 £221 15s 7d	Southampton	Businessman	[96]	0	M
STRAUS, Mrs Rosalie Ida	63	1st Class Passenger	17483 £221 15s 7d	Southampton			0	F
STREET, Mr Thomas Albert	25	Engineering Crew		Southampton	Fireman	9	1	M
STRILIC, Mr Ivan	27	3rd Class Passenger	315083 £8 13s 3d	Southampton	Farmer		0	M
STRöM, Miss Telma Matilda	2	3rd Class Passenger	347054 £10 9s 3d	Southampton			0	F
STRöM, Mrs Elna Matilda	29	3rd Class Passenger	347054 £10 9s 3d	Southampton			0	F
STROUD, Mr Edward Alfred Orlando	19	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
STROUD, Mr Harry John	35	Victualling Crew		Southampton	Saloon Steward		0	M
STRUGNELL, Mr John Herbert	34	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
STUBBINGS, Mr Harry Robert	31	Victualling Crew		Belfast	2nd. Class Cook		0	M
STUBBS, Mr James Henry	28	Engineering Crew		Southampton	Fireman		0	M
SULLIVAN, Mr S.	25	Engineering Crew		Southampton	Fireman		0	M
